LICENSE,TRADE_NAME,APPLICANT,CLASS,ENDORSEMEN,ADDRESS,ADDRID,X,Y,DESCRIPTIO
ABRA-017199,The Grill From Ipanema,"Brasil, Inc.",C,"Sidewalk Cafe, Entertainment,",1858 COLUMBIA ROAD NW,276265.00000000,396227.71000000,139232.41000000,Restaurant
ABRA-017235,Vie De France,Vie De France Yamazaki Inc.,C,"Summer Garden, Entertainment,",600 MARYLAND AVENUE SW,5831.00000000,398172.72000000,135347.16000000,Restaurant
ABRA-017247,Cafe Milano,Prospect Cafe Milano Inc.,C,"Sidewalk Cafe, Entertainment,",3251 PROSPECT STREET NW,272144.00000000,394466.20000000,137594.74000000,Restaurant
ABRA-024326,Morton's The Steakhouse,"Morton's of Chicago/Washington Square, Inc.",C,"Summer Garden, Entertainment, Cover Charge",1050 CONNECTICUT AVENUE NW,243417.00000000,396500.05000000,137295.43000000,Restaurant
ABRA-024338,El Rinconcito Cafe,Mauricio V. Arias,C,None,1129 11TH STREET NW,243079.00000000,397675.96000000,137506.60000000,Restaurant
ABRA-024431,El Paraiso Restaurant,"Buruca Brothers, Inc.",C,"Entertainment,",1918 14TH STREET NW,295017.00000000,397203.51000000,138704.18000000,Restaurant
ABRA-024470,Nooshi,Magic Meals Inc.,C,"Sidewalk Cafe,",1120 19TH STREET NW,241074.00000000,396195.88000000,137411.08000000,Restaurant
ABRA-024599,Islander Caribbean Restaurant & Lounge (The),"LCRL, Inc.",C,"Sidewalk Cafe, Entertainment, Dancing,",1201 U STREET NW,285496.00000000,397544.59000000,138814.20000000,Restaurant
ABRA-024682,Town House Tavern Restaurant,"CSBT, Inc.",C,"Sidewalk Cafe,",1637 R STREET NW,241972.00000000,396695.02000000,138326.81000000,Restaurant
ABRA-024736,Silver Sands Restaurant,Carib Food Corporation,C,None,7303 GEORGIA AVENUE NW,254735.00000000,397731.93000000,145619.48000000,Restaurant
ABRA-024748,Cafe Soleil,V A  Assoc. I Limited Partnership,C,None,839 17TH STREET NW,218777.00000000,396596.19000000,137025.43000000,Restaurant
ABRA-024766,Casa Fiesta II,"El Tamarindo Wisconsin, Inc.",C,"Sidewalk Cafe, Entertainment,",4910 WISCONSIN AVENUE NW,266072.00000000,392845.17000000,142884.89000000,Restaurant
ABRA-024767,White Tiger Restaurant (The),White Tiger Inc.,C,"Sidewalk Cafe,",301 MASSACHUSETTS AVENUE NE,42192.00000000,399840.53000000,136266.35000000,Restaurant
ABRA-024814,Lauriol Plaza Restaurant,Lauriol Plaza Inc.,C,"Sidewalk Cafe,",1835 18TH STREET NW,242877.00000000,396407.38000000,138609.77000000,Restaurant
ABRA-024834,Columbia Station,"Columbia Station, Inc.",C,"Sidewalk Cafe, Entertainment,",2325 18TH STREET NW,235599.00000000,396393.97000000,139168.06000000,Restaurant
ABRA-025040,East St Cafe,"Panda Rice Bowl, Inc.",C,None,50 MASSACHUSETTS AVENUE NE,293243.00000000,399463.98000000,136632.07000000,Restaurant
ABRA-025084,Rosemary's Thyme Bistro,1801 Corporation,C,"Sidewalk Cafe,",1801 18TH STREET NW,243302.00000000,396402.36000000,138490.73000000,Restaurant
ABRA-025153,Aatish On The Hill,Al-Hamd Incorporated,C,None,609 PENNSYLVANIA AVENUE SE,5015.00000000,400170.58000000,135246.78000000,Restaurant
ABRA-025217,Banana Leaves,"Best Hunan, Inc.",C,None,2020 FLORIDA AVENUE NW,277143.00000000,396045.93000000,138517.35000000,Restaurant
ABRA-025268,Leopold's Kafe Konditorei/L2,"Cady's Alley Restaurant Concepts, LLC",C,"Summer Garden, Sidewalk Cafe, Entertainment, Cover Charge",3315 CADY'S ALLEY NW,302277.00000000,394217.26000000,137442.45000000,Restaurant
ABRA-025298,Nam-viet Pho 79,Thoi Foods Inc.,C,None,3419 CONNECTICUT AVENUE NW,219250.00000000,394998.13000000,140793.04000000,Restaurant
ABRA-025394,Capital Q,"Capital Q, LLC",C,None,707 H STREET NW,243248.00000000,398061.57000000,136906.18000000,Restaurant
ABRA-025496,Matisse Bar & Grill,Matisse Bar & Grill,C,None,4934 WISCONSIN AVENUE NW,266079.00000000,392817.36000000,142936.40000000,Restaurant
ABRA-025526,Cafe Ole,"Cafe Ole, LLC",C,"Sidewalk Cafe, Entertainment,",4000 WISCONSIN AVENUE NW,222230.00000000,393333.56000000,141535.98000000,Restaurant
ABRA-025620,Ardeo/Bardeo,"Ardeo, LLC",C,"Summer Garden,",3309 CONNECTICUT AVENUE NW,275651.00000000,395049.66000000,140664.89000000,Restaurant
ABRA-025677,DC Coast,"Passion Food, LLC",C,None,1401 K STREET NW,240265.00000000,397197.07000000,137230.39000000,Restaurant
ABRA-025781,Tryst,Tryst Incorporated,C,"Entertainment,",2459 18TH STREET NW,235612.00000000,396344.66000000,139343.56000000,Restaurant
ABRA-025796,Chinatown Garden Restaurant,"Chinatown Garden, Inc.",C,None,618 H STREET NW,279857.00000000,398172.21000000,136854.88000000,Restaurant
ABRA-025832,Peacock Cafe,Peacock Cafe Inc.,C,"Sidewalk Cafe,",3251 PROSPECT STREET NW,272144.00000000,394466.20000000,137594.74000000,Restaurant
ABRA-025982,Jyoti Foods Cuisine,"Joyti Foods, Inc.",C,"Sidewalk Cafe,",2433 18TH STREET NW,235606.00000000,396362.94000000,139279.08000000,Restaurant
ABRA-026006,Banana Cafe And Piano Bar,"Bivco, Inc.",C,"Sidewalk Cafe, Entertainment,",500 8TH STREET SE,152398.00000000,400459.12000000,134969.91000000,Restaurant
ABRA-026051,La Loma,La Loma Inc.,C,"Sidewalk Cafe,",316 MASSACHUSETTS AVENUE NE,39311.00000000,399906.28000000,136297.43000000,Restaurant
ABRA-026156,Thai Kitchen Restaurant,"Thai Kitchen, Inc.",C,None,2311 M STREET NW,242749.00000000,395600.68000000,137519.27000000,Restaurant
ABRA-026206,Medaterra,Cairo Inc.,C,"Sidewalk Cafe, Entertainment,",2614 CONNECTICUT AVENUE NW,219091.00000000,395471.74000000,139580.45000000,Restaurant
ABRA-026246,Tono-sushi Restaurant,Tono Inc.,C,"Sidewalk Cafe,",2605 CONNECTICUT AVENUE NW,219103.00000000,395550.54000000,139570.52000000,Restaurant
ABRA-026389,Listranis Italian Gourmet,"F.G. Farah & Partners, LLC",C,None,5100 MACARTHUR BOULEVARD NW,224081.00000000,391180.13000000,139678.17000000,Restaurant
ABRA-026391,Levante's,Levante Corporation,C,"Sidewalk Cafe,",1320 19TH STREET NW,241061.00000000,396203.93000000,137802.92000000,Restaurant
ABRA-026432,Mccormick & Schmick Seafood Restaurant,McCormick & Schmick Restaurant Corp,C,"Sidewalk Cafe,",1652 K STREET NW,302207.00000000,396729.84000000,137149.85000000,Restaurant
ABRA-026606,Basil Thai Restaurant,"Basil Thai Restaurant, Corp.",C,None,1608 WISCONSIN AVENUE NW,272898.00000000,394314.67000000,138133.73000000,Restaurant
ABRA-026656,Equinox,"Harvest Moon, Inc.",C,"Summer Garden,",818 CONNECTICUT AVENUE NW,218771.00000000,396633.54000000,137005.48000000,Restaurant
ABRA-026658,Thunder Grill,Ark Southwest D.C. Corp,C,"Entertainment, Dancing,",50 MASSACHUSETTS AVENUE NE,293243.00000000,399463.98000000,136632.07000000,Restaurant
ABRA-060706,Logan Tavern,"Logan Dining, LLC",C,"Sidewalk Cafe,",1423 P STREET NW,225518.00000000,397147.63000000,138003.19000000,Restaurant
ABRA-060730,Rice Restaurant & Bar,"Rice Restaurant, LLC",C,"Sidewalk Cafe,",1608 14TH STREET NW,240210.00000000,397200.07000000,138181.76000000,Restaurant
ABRA-060735,La Tasca,Latasca Inc.,C,"Entertainment, Cover Charge",722 7TH STREET NW,302136.00000000,398072.98000000,136823.91000000,Restaurant
ABRA-060737,Jo Jo Restaurant & Bar,Jojo Development Inc.,C,"Entertainment,",1518 U STREET NW,242102.00000000,396931.45000000,138775.00000000,Restaurant
ABRA-060747,DC Boat House,"Ilija International Gourment Shoppe, Inc.",C,None,5441 MACARTHUR BOULEVARD NW,285212.00000000,390764.40000000,140242.33000000,Restaurant
ABRA-060748,Black Salt Fish & Market,"Black Salt Fish, LLC",C,None,4883 MACARTHUR BOULEVARD NW,285008.00000000,391621.89000000,138884.34000000,Restaurant
ABRA-060750,CHARMTHAI,Thai Coast Inc.,C,"Sidewalk Cafe,",2514 L STREET NW,279595.00000000,395317.65000000,137298.96000000,Restaurant
ABRA-060754,Panache,Cafe Europa,C,"Sidewalk Cafe, Entertainment,",1725 DE SALES STREET NW,241802.00000000,396553.19000000,137458.71000000,Restaurant
ABRA-060757,Rosa Mexicano,Rosa Mexicano DC LLC,C,"Sidewalk Cafe,",575 7TH STREET NW,279832.00000000,398134.16000000,136576.68000000,Restaurant
ABRA-060762,Dalchinni,Maharjan and Lama Inc.,C,None,1736 CONNECTICUT AVENUE NW,242586.00000000,395998.63000000,138429.04000000,Restaurant
ABRA-060765,Komi/Little Serow,Pizzetti 824 Inc.,C,"Sidewalk Cafe,",1509 17TH STREET NW,243108.00000000,396688.16000000,138027.93000000,Restaurant
ABRA-060768,Mourayo,"Mourayo, LLC",C,"Entertainment,",1732 CONNECTICUT AVENUE NW,242584.00000000,396000.76000000,138417.90000000,Restaurant
ABRA-060769,Buck's Fishing & Camping,"Big Bucks, LLC",C,None,5031 CONNECTICUT AVENUE NW,262737.00000000,393941.76000000,143103.83000000,Restaurant
ABRA-060778,Clyde's Of Gallery Place,"Clyde's of Gallery Place, Inc.",C,"Summer Garden, Entertainment,",707 7TH STREET NW,297660.00000000,398120.96000000,136782.61000000,Restaurant
ABRA-060779,Belga Cafe,"Eurochef, LLC",C,"Sidewalk Cafe,",514 8TH STREET SE,12649.00000000,400468.21000000,134929.87000000,Restaurant
ABRA-060786,Tonic,"Tonic of MP, LLC",C,None,3155 MOUNT PLEASANT STREET NW,236418.00000000,396731.29000000,140300.15000000,Restaurant
ABRA-060797,Don Lobo's Mexican Grill,Lobo's Inc,C,None,2811 M STREET NW,272092.00000000,395019.25000000,137515.02000000,Restaurant
ABRA-060806,Churreria Madrid Restaurant,"M St. Enterprises, Inc.",C,None,2505 CHAMPLAIN STREET NW,235683.00000000,396426.78000000,139492.36000000,Restaurant
ABRA-060813,TGI Friday,Atlanta Restaurant Partners LLC,C,"Summer Garden,",2100 PENNSYLVANIA AVENUE NW,242495.00000000,395904.90000000,137021.23000000,Restaurant
ABRA-060847,Taste Of India,"Tandoor, LLC",C,"Sidewalk Cafe,",2621 CONNECTICUT AVENUE NW,302056.00000000,395541.25000000,139592.79000000,Restaurant
ABRA-060872,Expo Restaurant & Nightclub,Tekle Abraham,C,"Entertainment, Cover Charge",1928 9TH STREET NW,239488.00000000,397900.54000000,138724.57000000,Restaurant
ABRA-070847,Oya Restaurant & Lounge,Santoy Restaurant Group Inc.,C,None,777 9TH STREET NW,300982.00000000,397958.67000000,136830.57000000,Restaurant
ABRA-071065,Thai Chili,"Thai Chili, Inc.",C,"Summer Garden,",701 7TH STREET NW,297655.00000000,398172.32000000,136771.35000000,Restaurant
ABRA-071110,Sushi Go Round & Tapas,Miso Hungry Inc.,C,"Sidewalk Cafe,",705 7TH STREET NW,301479.00000000,398141.98000000,136782.79000000,Restaurant
ABRA-071114,Jenny's,H & J Oriental Corporation,C,"Entertainment, Dancing,",1000 WATER STREET SW,277731.00000000,397687.66000000,134750.42000000,Restaurant
ABRA-071154,Meiwah,"China, LLC",C,"Sidewalk Cafe,",1200 NEW HAMPSHIRE AVENUE NW,242474.00000000,395867.08000000,137550.87000000,Restaurant
ABRA-071179,El Tamarindo Adam Morgan,"El Tamarindo, Inc.",C,"Sidewalk Cafe, Entertainment, Dancing,",1785 FLORIDA AVENUE NW,279387.00000000,396421.97000000,138811.72000000,Restaurant
ABRA-071220,Busboys & Poets,"14th & V, Inc.",C,"Entertainment,",1390 V STREET NW,297785.00000000,397267.49000000,138900.81000000,Restaurant
ABRA-071268,Kotobuki,Abe Corporation,C,None,4822 MACARTHUR BOULEVARD NW,284973.00000000,391642.44000000,138767.18000000,Restaurant
ABRA-071293,Kanlaya Thai Cuisine,Solin Inc.,C,"Sidewalk Cafe,",740 6TH STREET NW,238705.00000000,398246.87000000,136840.00000000,Restaurant
ABRA-071453,Sequoia Grill,Ark Potomac Corp,C,"Summer Garden, Sidewalk Cafe, Entertainment, Dancing,",3000 K STREET NW,273872.00000000,394816.78000000,137108.34000000,Restaurant
ABRA-071487,Commissary,"Logan Grill, LLC",C,"Sidewalk Cafe,",1443 P STREET NW,225541.00000000,397094.88000000,137995.02000000,Restaurant
ABRA-071593,My Brother's Place,"Arias, Inc.",C,"Sidewalk Cafe, Entertainment, Dancing,",237 2ND STREET NW,279586.00000000,398831.89000000,136174.35000000,Restaurant
ABRA-071793,The Ugly Mug Dining Saloon,"Partners At 723 8th St SE, LLC",C,"Sidewalk Cafe, Entertainment,",723 8TH STREET SE,77857.00000000,400413.06000000,134738.06000000,Restaurant
ABRA-071866,Sala Thai,"Red Bean System, Inc.",C,"Summer Garden, Entertainment,",1301 U STREET NW,297578.00000000,397341.04000000,138816.18000000,Restaurant
ABRA-071881,Alero Restaurant and Lounge,"Alero of U Street, Inc.",C,"Summer Garden, Sidewalk Cafe, Entertainment, Dancing, Cover Charge",1301 U STREET NW,297578.00000000,397341.04000000,138816.18000000,Restaurant
ABRA-071913,Hank's Oyster Bar,"Leeds The Way, LLC(Sidewalk Cafe-1624-Only)",C,"Sidewalk Cafe,",1624 Q STREET NW,225833.00000000,396694.13000000,138119.19000000,Restaurant
ABRA-072014,Mate,"Mate, LLC",C,"Entertainment,",3101 K STREET NW,301900.00000000,394672.61000000,137215.09000000,Restaurant
ABRA-072017,Sonoma,"Dunmore, LLC",C,"Sidewalk Cafe,",223 PENNSYLVANIA AVENUE SE,278104.00000000,399769.95000000,135461.59000000,Restaurant
ABRA-072038,Le Chat Noir,"Style Concept Studio, LLC",C,"Sidewalk Cafe,",4907 WISCONSIN AVENUE NW,264503.00000000,392913.64000000,142869.47000000,Restaurant
ABRA-072165,El Torogoz Restaurant,"El Cuscatleco Carry-Out, Inc.",C,"Sidewalk Cafe, Entertainment,",4231 9TH STREET NW,284859.00000000,397840.17000000,141629.47000000,Restaurant
ABRA-072256,Maggiano's,Maggiano's Holding Corporation,C,"Sidewalk Cafe, Entertainment,",5333 WISCONSIN AVENUE NW,265947.00000000,392670.74000000,143542.34000000,Restaurant
ABRA-072288,Old Dominion Brew House,"JRC Group, LLC",C,"Entertainment,",1207 9TH STREET NW,301800.00000000,397950.45000000,137553.74000000,Restaurant
ABRA-072312,Panda Cafe,"Panda Cafe, Inc.",C,"Sidewalk Cafe,",2138 1/2 PENNSYLVANIA AVENUE NW,304568.00000000,395817.51000000,137080.53000000,Restaurant
ABRA-072357,Paolo's,"Paolo's GT, LLC",C,"Sidewalk Cafe, Entertainment,",1303 WISCONSIN AVENUE NW,223446.00000000,394543.15000000,137681.08000000,Restaurant
ABRA-072358,J Paul's,"J. Paul's DC, LLC",C,None,3218 M STREET NW,271892.00000000,394491.91000000,137459.20000000,Restaurant
ABRA-070858,Bangkok One/China Cafe,"Chu Chien Fa Restaurant, Inc.",C,None,1411 K STREET NW,218114.00000000,397175.45000000,137227.85000000,Restaurant
ABRA-070876,El Amigo Restaurant,"El Amigo, Inc.",C,None,3612 14TH STREET NW,234807.00000000,397130.80000000,140982.37000000,Restaurant
ABRA-070916,Teaism,"Kissako, LLC",C,"Sidewalk Cafe,",800 CONNECTICUT AVENUE NW,301059.00000000,396665.25000000,136950.64000000,Restaurant
ABRA-070945,Rajaji Curry House,Rajaji Inc.,C,"Sidewalk Cafe,",2603 CONNECTICUT AVENUE NW,219102.00000000,395554.08000000,139563.84000000,Restaurant
ABRA-070947,Mccormick & Schmick Seafood Restaurant,Mccormick & Schmick Restaurant Corporation,C,"Sidewalk Cafe,",901 F STREET NW,242796.00000000,397891.19000000,136633.46000000,Restaurant
ABRA-071007,Cafe Bonaparte,"Millennium Partners Group, LLC",C,"Entertainment,",1522 WISCONSIN AVENUE NW,272597.00000000,394396.58000000,137950.78000000,Restaurant
ABRA-071021,The Regent Thai Cuisine,Poy Loung Inc.,C,"Sidewalk Cafe,",1910 18TH STREET NW,241110.00000000,396366.78000000,138684.18000000,Restaurant
ABRA-071023,Rumba Cafe,Rumba Inc.,C,"Sidewalk Cafe, Entertainment,",2443 18TH STREET NW,235621.00000000,396354.68000000,139309.97000000,Restaurant
ABRA-071036,Kaz Sushi,"Kaz, LLC",C,None,1915 I STREET NW,242549.00000000,396160.61000000,137082.68000000,Restaurant
ABRA-072380,Open City,Third Place Inc.,C,"Sidewalk Cafe,",2331 CALVERT STREET NW,219096.00000000,395459.10000000,139539.36000000,Restaurant
ABRA-072438,Stan's Restaurant,"RCJ, Inc.",C,None,1029 VERMONT AVENUE NW,240267.00000000,397151.10000000,137299.59000000,Restaurant
ABRA-072469,Dukem Ethio Market & Restaurant,"Zewdie, Inc.",C,"Sidewalk Cafe, Entertainment, Dancing, Cover Charge",1114 U STREET NW,301967.00000000,397590.03000000,138776.19000000,Restaurant
ABRA-072512,Sweet Mango Cafe,Sweet Mango Cafe Corporation,C,"Summer Garden,",3701 NEW HAMPSHIRE AVENUE NW,284783.00000000,397938.86000000,140971.84000000,Restaurant
ABRA-072529,Ventnor Sports Cafe,"Ventnor Group, LLC",C,"Summer Garden,",2411 18TH STREET NW,235611.00000000,396379.36000000,139223.89000000,Restaurant
ABRA-072593,Acadiana,"Passion Food Four, LLC",C,"Sidewalk Cafe,",901 NEW YORK AVENUE NW,300397.00000000,397808.53000000,137129.35000000,Restaurant
ABRA-072672,The Argonaut,"The Argonaut, LLC",C,"Sidewalk Cafe, Entertainment,",1433 H STREET NE,149109.00000000,401357.07000000,136910.51000000,Restaurant
ABRA-072685,Las Canteras,Andes/DC LLC,C,None,2307 18TH STREET NW,235624.00000000,396403.79000000,139120.26000000,Restaurant
ABRA-078244,Ethiopia Restaurant & Market,Benyam Tesfaye/Martha Ketema,C,None,4630 14TH STREET NW,255573.00000000,397138.79000000,142123.13000000,Restaurant
ABRA-026671,Creme Cafe & Lounge,"EZ Group, LLC",C,"Entertainment,",1322 U STREET NW,279060.00000000,397347.31000000,138768.10000000,Restaurant
ABRA-026739,Sizzling Express,"Sizzling Express III, Inc.",C,None,600 PENNSYLVANIA AVENUE SE,5839.00000000,400199.02000000,135315.02000000,Restaurant
ABRA-027564,Bertucci's Brick Oven Pizzeria,Bertucci's Restaurant Corporation,C,None,1218 CONNECTICUT AVENUE NW,243298.00000000,396356.10000000,137636.07000000,Restaurant
ABRA-029448,Park Cafe,"Expresso, Inc.",C,None,106 13TH STREET SE,74957.00000000,401037.84000000,135731.22000000,Restaurant
ABRA-041370,Firehook Bakery,"Firehook Bakers Cleveland Park, Inc.",C,None,3411 CONNECTICUT AVENUE NW,219255.00000000,395000.81000000,140774.03000000,Restaurant
ABRA-060001,Smith & Wollensky,S & W D.C. LLC,C,"Summer Garden,",1112 19TH STREET NW,243291.00000000,396193.53000000,137384.73000000,Restaurant
ABRA-060003,El Rincon,"Solloso, Inc.",C,"Entertainment, Dancing,",1826 COLUMBIA ROAD NW,235408.00000000,396266.42000000,139339.21000000,Restaurant
ABRA-060004,Marcel's,2401 Restaurant Corp.,C,"Sidewalk Cafe, Entertainment,",2401 PENNSYLVANIA AVENUE NW,273952.00000000,395497.64000000,137290.81000000,Restaurant
ABRA-060060,Teasim,"Bento Box, Inc.",C,None,400 8TH STREET NW,238147.00000000,397984.56000000,136353.83000000,Restaurant
ABRA-060062,Mehak Restaurant,PD & KS Incorporated,C,None,817 7TH STREET NW,285563.00000000,398122.87000000,136941.07000000,Restaurant
ABRA-060065,Taj of India,"India Palace, LLC",C,None,2809 M STREET NW,272104.00000000,395024.47000000,137516.02000000,Restaurant
ABRA-060069,Bobby Van's Steakhouse,"RJJJ Restaurant, Corporation",C,"Sidewalk Cafe,",805 15TH STREET NW,279948.00000000,397103.76000000,136969.63000000,Restaurant
ABRA-060080,Selam Restaurant,Haile G. Bainosai,C,"Entertainment, Dancing, Cover Charge",1524 U STREET NW,242099.00000000,396915.26000000,138771.01000000,Restaurant
ABRA-060095,Froggy Bottom Pub,"Froggy Bottom, Inc.",C,"Sidewalk Cafe,",2142 PENNSYLVANIA AVENUE NW,291176.00000000,395803.88000000,137083.01000000,Restaurant
ABRA-060123,La Villa Restaurant,"Hermanos Amaya, Inc.",C,"Entertainment, Dancing,",1317 14TH STREET NW,225382.00000000,397262.27000000,137778.48000000,Restaurant
ABRA-060131,Smith Point,"Restaurant Enterprises, Inc.",C,None,1338 WISCONSIN AVENUE NW,277011.00000000,394480.02000000,137752.84000000,Restaurant
ABRA-060134,Alero Restaurant-1,"Alero, Inc.",C,None,1724 CONNECTICUT AVENUE NW,242589.00000000,396008.75000000,138393.57000000,Restaurant
ABRA-060138,Cafe Citron,"Cafe Dupont, LLC",C,"Entertainment, Dancing,",1343 CONNECTICUT AVENUE NW,285509.00000000,396327.44000000,137842.56000000,Restaurant
ABRA-060143,Ruby Tuesday's,Ruby Tuesday Inc.,C,None,710 7TH STREET NW,238416.00000000,398071.88000000,136784.21000000,Restaurant
ABRA-060146,Petits Plats,"FDS Restaurant, Inc.",C,"Sidewalk Cafe,",2653 CONNECTICUT AVENUE NW,277189.00000000,395485.86000000,139692.26000000,Restaurant
ABRA-060149,Romain's Table/The Diner,Romain's Table Inc.,C,None,2453 18TH STREET NW,295038.00000000,396349.40000000,139330.56000000,Restaurant
ABRA-060160,The Caucus Room,The Caucus Room LLC,C,None,401 9TH STREET NW,242761.00000000,397948.93000000,136400.21000000,Restaurant
ABRA-060163,Crepe Amour & Georgetown Wing Co.,"Amma, Inc.",C,None,3291 M STREET NW,271948.00000000,394295.83000000,137496.49000000,Restaurant
ABRA-060194,Legal Sea Foods,"Legal Sea Foods, LLC.",C,None,702 7TH STREET NW,243353.00000000,398077.78000000,136759.36000000,Restaurant
ABRA-060206,Capital Grille,"Capital Grille Holdings, Inc.",C,None,601 PENNSYLVANIA AVENUE NW,226088.00000000,398221.46000000,136161.65000000,Restaurant
ABRA-060222,Thai Phoon,"Tupp, Inc.",C,"Sidewalk Cafe,",2011 S STREET NW,242566.00000000,396059.18000000,138495.83000000,Restaurant
ABRA-060243,Kenny's Smokehouse,Kwang Bae Jeon,C,"Sidewalk Cafe,",732 MARYLAND AVENUE NE,78355.00000000,400419.36000000,136421.01000000,Restaurant
ABRA-060244,Il Tesoro,"RTI, Inc.",C,"Sidewalk Cafe,",4400 CONNECTICUT AVENUE NW,222132.00000000,394312.78000000,142119.11000000,Restaurant
